  Sent.                        Matched  Bracket   Cross        Correct Tag
 ID  Len.  Stat. Recal  Prec.  Bracket gold test Bracket Words  Tags Accracy
  67   10    0   57.14  50.00     4      7    8      2     10    10   100.00
  68    8    0  100.00 100.00     4      4    4      0      8     8   100.00
  69   11    0   55.56  62.50     5      9    8      1     11    11   100.00
  70    8    0  100.00 100.00     6      6    6      0      8     8   100.00
  71    8    0  100.00  81.82     9      9   11      0      8     8   100.00
  72    5    0  100.00 100.00     4      4    4      0      5     5   100.00
  73    9    0   83.33  71.43     5      6    7      0      9     9   100.00
  74   10    0  100.00 100.00     7      7    7      0     10    10   100.00
  75   10    0  100.00 100.00     8      8    8      0     10    10   100.00
  76    8    0  100.00 100.00     7      7    7      0      8     8   100.00
  77    7    0  100.00 100.00     5      5    5      0      7     7   100.00
  78    9    0  100.00 100.00     7      7    7      0      9     9   100.00
  79    9    0  100.00 100.00     8      8    8      0      9     9   100.00
  80    6    0  100.00 100.00     5      5    5      0      6     6   100.00
  81   11    0  100.00 100.00    10     10   10      0     11    11   100.00
  82    5    0  100.00 100.00     3      3    3      0      5     5   100.00
  83    9    0  100.00 100.00     5      5    5      0      9     9   100.00
  84    9    0   83.33  71.43     5      6    7      0      9     9   100.00
  85    9    0   88.89  88.89     8      9    9      0      9     9   100.00
  86   11    0  100.00 100.00     9      9    9      0     11    11   100.00
  87    7    0  100.00 100.00     6      6    6      0      7     7   100.00
  88   11    0  100.00 100.00     9      9    9      0     11    11   100.00
  89   11    0   75.00  66.67     6      8    9      1     11    11   100.00
  90    6    0  100.00 100.00     5      5    5      0      6     6   100.00
  91    6    0  100.00 100.00     5      5    5      0      6     6   100.00
  92    4    0  100.00 100.00     3      3    3      0      4     4   100.00
  93    7    0  100.00 100.00     5      5    5      0      7     7   100.00
  94    9    0  100.00 100.00     9      9    9      0      9     9   100.00
  95   10    0  100.00 100.00    10     10   10      0     10    10   100.00
  96   11    0  100.00 100.00     8      8    8      0     11    11   100.00
  97    8    0   80.00  80.00     4      5    5      0      8     8   100.00
  98   10    0   71.43  71.43     5      7    7      1     10    10   100.00
  99    9    0   71.43  83.33     5      7    6      0      9     9   100.00
 100    8    0   50.00  60.00     3      6    5      1      8     8   100.00
 101    9    0   71.43  71.43     5      7    7      1      9     9   100.00
 102   10    0   83.33  71.43     5      6    7      0     10    10   100.00
 103    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 104   10    0   37.50  50.00     3      8    6      2     10    10   100.00
 105   10    0  100.00 100.00     7      7    7      0     10    10   100.00
 106    5    0  100.00 100.00     4      4    4      0      5     5   100.00
 107    8    0   80.00  80.00     4      5    5      0      8     8   100.00
 108    9    0  100.00 100.00     9      9    9      0      9     9   100.00
 109    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 110   10    0  100.00 100.00     9      9    9      0     10    10   100.00
 111    9    0   75.00  66.67     6      8    9      1      9     9   100.00
 112   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 113    7    0  100.00 100.00     7      7    7      0      7     7   100.00
 114    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 115   10    0   60.00  75.00     6     10    8      1     10    10   100.00
 116    9    0  100.00 100.00     9      9    9      0      9     9   100.00
 117    6    0  100.00 100.00     5      5    5      0      6     6   100.00
 118   11    0  100.00 100.00     9      9    9      0     11    11   100.00
 119    6    0  100.00 100.00     5      5    5      0      6     6   100.00
 120    6    0  100.00 100.00     6      6    6      0      6     6   100.00
 121   11    0   44.44 100.00     4      9    4      0     11    11   100.00
 122   11    0  100.00  90.91    10     10   11      0     11    11   100.00
 123    7    0  100.00 100.00     5      5    5      0      7     7   100.00
 124   11    0  100.00 100.00     9      9    9      0     11    11   100.00
 125    6    0  100.00 100.00     5      5    5      0      6     6   100.00
 126   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 127    7    0   66.67  80.00     4      6    5      0      7     7   100.00
 128   11    0   87.50  87.50     7      8    8      0     11    11   100.00
 129   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 130    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 131    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 132    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 133    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 134    9    0  100.00 100.00     8      8    8      0      9     9   100.00
 135   11    0   83.33  71.43     5      6    7      0     11    11   100.00
 136   10    0   80.00  80.00     4      5    5      0     10    10   100.00
 137    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 138    6    0   75.00  75.00     3      4    4      0      6     6   100.00
 139    8    0  100.00 100.00     9      9    9      0      8     8   100.00
 140   10    0  100.00 100.00     6      6    6      0     10    10   100.00
 141    6    0   75.00  75.00     3      4    4      0      6     6   100.00
 142    6    0  100.00 100.00     4      4    4      0      6     6   100.00
 143    6    0  100.00 100.00     7      7    7      0      6     6   100.00
 144   10    0  100.00 100.00     6      6    6      0     10    10   100.00
 145    9    0  100.00 100.00     8      8    8      0      9     9   100.00
 146    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 147   10    0   77.78  87.50     7      9    8      0     10    10   100.00
 148   10    0  100.00 100.00     6      6    6      0     10    10   100.00
 149   11    0  100.00 100.00    12     12   12      0     11    11   100.00
 150    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 151    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 152   11    0   70.00  70.00     7     10   10      2     11    11   100.00
 153   10    0   90.00  90.00     9     10   10      0     10    10   100.00
 154    8    0  100.00 100.00     7      7    7      0      8     8   100.00
 155    9    0  100.00 100.00     8      8    8      0      9     9   100.00
 156    8    0   42.86  50.00     3      7    6      2      8     8   100.00
 157    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 158    8    0  100.00  85.71     6      6    7      0      8     8   100.00
 159    7    0   66.67  80.00     4      6    5      0      7     7   100.00
 160    4    0  100.00 100.00     2      2    2      0      4     4   100.00
 161   10    0   77.78  70.00     7      9   10      1     10    10   100.00
 162    8    0  100.00 100.00     7      7    7      0      8     8   100.00
 163    8    0  100.00 100.00     7      7    7      0      8     8   100.00
 164   11    0  100.00 100.00     6      6    6      0     11    11   100.00
 165    8    0   57.14 100.00     4      7    4      0      8     8   100.00
 166    7    0  100.00 100.00     7      7    7      0      7     7   100.00
 167   10    0   62.50  71.43     5      8    7      0     10    10   100.00
 168   11    0  100.00 100.00     7      7    7      0     11    11   100.00
 169   11    0   91.67 100.00    11     12   11      0     11    11   100.00
 170    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 171    8    0   75.00  60.00     3      4    5      0      8     8   100.00
 172    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 173   11    0  100.00 100.00     8      8    8      0     11    11   100.00
 174   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 175   10    0  100.00 100.00     6      6    6      0     10    10   100.00
 176    5    0  100.00 100.00     4      4    4      0      5     5   100.00
 177    5    0  100.00 100.00     4      4    4      0      5     5   100.00
 178    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 179    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 180    7    0   60.00  75.00     3      5    4      0      7     7   100.00
 181    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 182    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 183    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 184   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 185    6    0   83.33 100.00     5      6    5      0      6     6   100.00
 186   10    0   66.67  75.00     6      9    8      1     10    10   100.00
 187    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 188    5    0  100.00 100.00     5      5    5      0      5     5   100.00
 189   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 190    9    0  100.00 100.00     6      6    6      0      9     9   100.00
 191    7    0  100.00 100.00     5      5    5      0      7     7   100.00
 192    9    0   75.00  85.71     6      8    7      0      9     9   100.00
 193   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 194   10    0   88.89 100.00     8      9    8      0     10    10   100.00
 195    6    0  100.00 100.00     5      5    5      0      6     6   100.00
 196    7    0  100.00 100.00     8      8    8      0      7     7   100.00
 197    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 198    9    0  100.00 100.00     5      5    5      0      9     9   100.00
 199    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 200    9    0   66.67  80.00     4      6    5      0      9     9   100.00
 201    4    0  100.00 100.00     4      4    4      0      4     4   100.00
 202    7    0  100.00 100.00     5      5    5      0      7     7   100.00
 203    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 204    9    0   45.45  83.33     5     11    6      1      9     9   100.00
 205    8    0  100.00 100.00     5      5    5      0      8     8   100.00
 206   10    0  100.00 100.00     8      8    8      0     10    10   100.00
 207   10    0   83.33  71.43     5      6    7      0     10    10   100.00
 208    6    0   71.43 100.00     5      7    5      0      6     6   100.00
 209    9    0  100.00 100.00     7      7    7      0      9     9   100.00
 210    7    0   50.00  50.00     2      4    4      1      7     7   100.00
 211   10    0   77.78  87.50     7      9    8      0     10    10   100.00
 212    3    0  100.00 100.00     2      2    2      0      3     3   100.00
 213    3    0  100.00 100.00     3      3    3      0      3     3   100.00
 214   10    0  100.00 100.00    10     10   10      0     10    10   100.00
 215    7    0   33.33  40.00     2      6    5      2      7     7   100.00
 216   10    0  100.00 100.00     9      9    9      0     10    10   100.00
 217    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 218   10    0   87.50 100.00     7      8    7      0     10    10   100.00
 219    6    0  100.00 100.00     4      4    4      0      6     6   100.00
 220    7    0  100.00 100.00     4      4    4      0      7     7   100.00
 221    4    0  100.00 100.00     4      4    4      0      4     4   100.00
 222    9    0  100.00 100.00     8      8    8      0      9     9   100.00
 223    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 224    9    0  100.00 100.00     9      9    9      0      9     9   100.00
 225    8    0  100.00 100.00     6      6    6      0      8     8   100.00
 226    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 227    7    0  100.00 100.00     6      6    6      0      7     7   100.00
 228   10    0   75.00  85.71     6      8    7      0     10    10   100.00
 229    9    0  100.00 100.00     9      9    9      0      9     9   100.00
 230   12    0   87.50 100.00     7      8    7      0     12    12   100.00
 231   12    0  100.00 100.00     8      8    8      0     12    12   100.00
 232   12    0  100.00 100.00     9      9    9      0     12    12   100.00
 233   14    0  100.00 100.00    11     11   11      0     14    14   100.00
 234   14    0  100.00 100.00     9      9    9      0     14    14   100.00
 235   14    0  100.00 100.00     9      9    9      0     14    14   100.00
 236   15    0  100.00 100.00    10     10   10      0     15    15   100.00
 237   16    0  100.00  93.33    14     14   15      0     16    16   100.00
 238   11    0   83.33  71.43     5      6    7      0     11    11   100.00
 239   13    0  100.00 100.00    12     12   12      0     13    13   100.00
 240   15    0  100.00 100.00    12     12   12      0     15    15   100.00
 241   13    0  100.00 100.00     9      9    9      0     13    13   100.00
 242   13    0   90.91 100.00    10     11   10      0     13    13   100.00
 243   12    0   50.00  55.56     5     10    9      1     12    12   100.00
 244   12    0  100.00 100.00     8      8    8      0     12    12   100.00
 245   14    0  100.00 100.00     9      9    9      0     14    14   100.00
 246   13    0  100.00 100.00    12     12   12      0     13    13   100.00
 247   13    0  100.00 100.00    10     10   10      0     13    13   100.00
 248   16    0  100.00 100.00    14     14   14      0     16    16   100.00
 249   12    0   60.00  66.67     6     10    9      1     12    12   100.00
 250   16    0   85.71  85.71    12     14   14      0     16    16   100.00
 251   13    0   85.71  75.00     6      7    8      0     13    13   100.00
 252   14    0   44.44  44.44     4      9    9      4     14    14   100.00
 253   15    0   75.00  81.82     9     12   11      0     15    15   100.00
 254   14    0   88.89  88.89     8      9    9      0     14    14   100.00
 255   12    0  100.00 100.00    10     10   10      0     12    12   100.00
 256   12    0   44.44  40.00     4      9   10      4     12    12   100.00
 257   15    0   86.67 100.00    13     15   13      0     15    15   100.00
 258   15    0   66.67  66.67     6      9    9      1     15    15   100.00
 259   13    0   72.73  72.73     8     11   11      2     13    13   100.00
 260   10    0  100.00  80.00     4      4    5      0     10    10   100.00
 261   12    0   66.67 100.00     6      9    6      0     12    12   100.00
 262   13    0   55.56  71.43     5      9    7      2     13    13   100.00
 263   16    0   76.92  76.92    10     13   13      2     16    16   100.00
 264   14    0   92.86 100.00    13     14   13      0     14    14   100.00
 265   15    0  100.00 100.00    14     14   14      0     15    15   100.00
 266   12    0  100.00 100.00     8      8    8      0     12    12   100.00
 267   13    0  100.00 100.00    11     11   11      0     13    13   100.00
 268   13    0  100.00 100.00    10     10   10      0     13    13   100.00
 269   16    0  100.00 100.00    13     13   13      0     16    16   100.00
 270   14    0   71.43  66.67    10     14   15      4     14    14   100.00
 271   15    0   92.86  92.86    13     14   14      0     15    15   100.00
 272   13    0  100.00 100.00     9      9    9      0     13    13   100.00
 273   14    0  100.00 100.00    11     11   11      0     14    14   100.00
 274   15    0  100.00  81.82     9      9   11      0     15    15   100.00
 275   11    0  100.00 100.00     7      7    7      0     11    11   100.00
 276   12    0  100.00 100.00     8      8    8      0     12    12   100.00
 277   14    0  100.00 100.00    11     11   11      0     14    14   100.00
 278   13    0  100.00 100.00    10     10   10      0     13    13   100.00
 279   12    0  100.00 100.00     9      9    9      0     12    12   100.00
 280   15    0   50.00  37.50     3      6    8      2     15    15   100.00
 281   12    0   81.82  90.00     9     11   10      0     12    12   100.00
 282   12    0  100.00 100.00     9      9    9      0     12    12   100.00
 283    8    0   55.56  71.43     5      9    7      1      8     8   100.00
 284   14    0   60.00  54.55     6     10   11      3     14    14   100.00
 285   13    0  100.00 100.00     9      9    9      0     13    13   100.00
 286   15    0  100.00 100.00     7      7    7      0     15    15   100.00
 287   13    0   83.33  90.91    10     12   11      0     13    13   100.00
 288   14    0  100.00 100.00    12     12   12      0     14    14   100.00
 289   13    0  100.00  88.89     8      8    9      0     13    13   100.00
 290   15    0   81.25  76.47    13     16   17      1     15    15   100.00
 291   16    0   53.85  58.33     7     13   12      4     16    16   100.00
 292   15    0   80.00  80.00     8     10   10      1     15    15   100.00
 293   12    0  100.00  75.00     6      6    8      0     12    12   100.00
 294   13    0  100.00 100.00    10     10   10      0     13    13   100.00
 295   12    0   70.00  87.50     7     10    8      0     12    12   100.00
 296   16    0   76.92  83.33    10     13   12      0     16    16   100.00
 297   13    0  100.00 100.00    12     12   12      0     13    13   100.00
 298   16    0   50.00  75.00     6     12    8      0     16    16   100.00
 299   14    0  100.00  91.67    11     11   12      0     14    14   100.00
 300   14    0   88.89 100.00     8      9    8      0     14    14   100.00
 301   15    0   76.92  83.33    10     13   12      1     15    15   100.00
 302   12    0  100.00 100.00     9      9    9      0     12    12   100.00
 303   13    0  100.00 100.00    11     11   11      0     13    13   100.00
 304   14    0  100.00  90.00     9      9   10      0     14    14   100.00
 305   16    0   68.75  78.57    11     16   14      1     16    16   100.00
 306   15    0  100.00 100.00    14     14   14      0     15    15   100.00
 307   12    0  100.00  91.67    11     11   12      0     12    12   100.00
 308   15    0   92.86  76.47    13     14   17      0     15    15   100.00
 309   14    0  100.00 100.00    12     12   12      0     14    14   100.00
 310   16    0   91.67  78.57    11     12   14      0     16    16   100.00
 311   12    0  100.00 100.00    11     11   11      0     12    12   100.00
 312   13    0  100.00 100.00     8      8    8      0     13    13   100.00
 313   14    0   90.91  83.33    10     11   12      0     14    14   100.00
 314   14    0   90.91  90.91    10     11   11      0     14    14   100.00
 315   12    0   75.00  85.71     6      8    7      0     12    12   100.00
 316   11    0  100.00 100.00     9      9    9      0     11    11   100.00
 317   12    0  100.00 100.00    12     12   12      0     12    12   100.00
 318   11    0   85.71  75.00     6      7    8      0     11    11   100.00
 319   14    0  100.00 100.00     9      9    9      0     14    14   100.00
 320   15    0   33.33  30.00     3      9   10      4     15    15   100.00
 321   13    0  100.00  88.89     8      8    9      0     13    13   100.00
 322   14    0  100.00 100.00    10     10   10      0     14    14   100.00
 323   15    0   83.33  90.91    10     12   11      0     15    15   100.00
 324   16    0  100.00 100.00    14     14   14      0     16    16   100.00
 325   14    0   85.71  66.67     6      7    9      0     14    14   100.00
 326   14    0  100.00 100.00    12     12   12      0     14    14   100.00
 327   15    0   50.00  55.56     5     10    9      3     15    15   100.00
 328   15    0  100.00 100.00    10     10   10      0     15    15   100.00
 329   12    0  100.00  87.50     7      7    8      0     12    12   100.00
 330   16    0   90.00  81.82     9     10   11      0     16    16   100.00
 331   12    0   90.91  90.91    10     11   11      0     12    12   100.00
 332   12    0  100.00  81.82     9      9   11      0     12    12   100.00
 333   15    0   88.89  88.89     8      9    9      0     15    15   100.00
 334   13    0  100.00 100.00    10     10   10      0     13    13   100.00
 335   12    0   90.00  81.82     9     10   11      0     12    12   100.00
 336   12    0  100.00 100.00    13     13   13      0     12    12   100.00
 337   12    0   50.00  60.00     6     12   10      4     12    12   100.00
 338   12    0   37.50  37.50     3      8    8      4     12    12   100.00
 339   12    0   90.91  83.33    10     11   12      0     12    12   100.00
 340   13    0  100.00 100.00    12     12   12      0     13    13   100.00
 341   12    0   50.00  50.00     4      8    8      1     12    12   100.00
 342   12    0  100.00 100.00     8      8    8      0     12    12   100.00
 343   16    0   75.00  69.23     9     12   13      0     16    16   100.00
 344   14    0   80.00  80.00     8     10   10      0     14    14   100.00
 345   16    0  100.00 100.00    12     12   12      0     16    16   100.00
 346   12    0   63.64  77.78     7     11    9      1     12    12   100.00
 347   12    0  100.00 100.00    10     10   10      0     12    12   100.00
 348   11    0  100.00  77.78     7      7    9      0     11    11   100.00
 349   13    0  100.00 100.00    14     14   14      0     13    13   100.00
 350   10    0  100.00  81.82     9      9   11      0     10    10   100.00
 351   15    0   84.62  91.67    11     13   12      0     15    15   100.00
 352   14    0   87.50  87.50     7      8    8      0     14    14   100.00
 353   15    0  100.00  90.00     9      9   10      0     15    15   100.00
 354   13    0  100.00  90.00     9      9   10      0     13    13   100.00
 355   14    0  100.00 100.00     8      8    8      0     14    14   100.00
 356   13    0   83.33  76.92    10     12   13      0     13    13   100.00
 357   14    0  100.00 100.00    16     16   16      0     14    14   100.00
 358   12    0   66.67  66.67     6      9    9      2     12    12   100.00
 359   13    0  100.00 100.00    11     11   11      0     13    13   100.00
 360   12    0   71.43  55.56     5      7    9      1     12    12   100.00
 361   14    0   61.54  80.00     8     13   10      1     14    14   100.00
 362   11    0  100.00 100.00     9      9    9      0     11    11   100.00
 363   14    0   75.00  81.82     9     12   11      1     14    14   100.00
 364   14    0  100.00 100.00    12     12   12      0     14    14   100.00
 365   10    0  100.00 100.00     7      7    7      0     10    10   100.00
 366   12    0  100.00 100.00     9      9    9      0     12    12   100.00
 367   13    0   90.91  83.33    10     11   12      0     13    13   100.00
 368   13    0  100.00 100.00    12     12   12      0     13    13   100.00
 369   13    0  100.00 100.00     8      8    8      0     13    13   100.00
 370   15    0   62.50  76.92    10     16   13      2     15    15   100.00
 371   11    0   75.00  85.71     6      8    7      0     11    11   100.00
 372   14    0  100.00 100.00     9      9    9      0     14    14   100.00
 373   15    0   50.00  60.00     6     12   10      3     15    15   100.00
 374   14    0   80.00  80.00     8     10   10      2     14    14   100.00
 375   16    0   92.86 100.00    13     14   13      0     16    16   100.00
 376   15    0   78.57  78.57    11     14   14      2     15    15   100.00
 377   14    0  100.00 100.00    14     14   14      0     14    14   100.00
 378   15    0   81.82  81.82     9     11   11      1     15    15   100.00
 379   14    0  100.00 100.00     9      9    9      0     14    14   100.00
 380   13    0   33.33  40.00     4     12   10      5     13    13   100.00
 381   12    0   81.82 100.00     9     11    9      0     12    12   100.00
 382   13    0   90.00 100.00     9     10    9      0     13    13   100.00
 383   14    0  100.00  90.00     9      9   10      0     14    14   100.00
 384   12    0  100.00 100.00     8      8    8      0     12    12   100.00
 385   11    0  100.00  88.89     8      8    9      0     11    11   100.00
 386   14    0  100.00 100.00    10     10   10      0     14    14   100.00
 387   13    0  100.00 100.00    12     12   12      0     13    13   100.00
 388   11    0  100.00 100.00     8      8    8      0     11    11   100.00
 389   13    0  100.00 100.00     8      8    8      0     13    13   100.00
 390   16    0   92.86 100.00    13     14   13      0     16    16   100.00
 391   13    0   87.50  87.50     7      8    8      0     13    13   100.00
 392   13    0   66.67  72.73     8     12   11      2     13    13   100.00
 393   13    0   81.82  81.82     9     11   11      0     13    13   100.00
 394   14    0   77.78  77.78     7      9    9      0     14    14   100.00
 395   15    0  100.00  91.67    11     11   12      0     15    15   100.00
 396   14    0  100.00 100.00    14     14   14      0     14    14   100.00
 397   15    0  100.00 100.00    14     14   14      0     15    15   100.00
 398   19    0   64.71  84.62    11     17   13      1     19    19   100.00
 399   17    0   57.14  66.67     8     14   12      3     17    17   100.00
 400   14    0  100.00 100.00    13     13   13      0     14    14   100.00
 401   21    0   50.00  80.00     8     16   10      2     21    21   100.00
 402   18    0   81.25  86.67    13     16   15      2     18    18   100.00
 403   16    0   10.00  12.50     1     10    8      4     16    16   100.00
 404   17    0   44.44  33.33     4      9   12      4     17    17   100.00
 405   16    0   75.00 100.00     9     12    9      0     16    16   100.00
 406   20    0   81.25  81.25    13     16   16      1     20    20   100.00
 407   17    0   92.86  92.86    13     14   14      0     17    17   100.00
 408   20    0   78.57  78.57    11     14   14      1     20    20   100.00
 409   21    0   94.12  84.21    16     17   19      0     21    21   100.00
 410   18    0  100.00 100.00    15     15   15      0     18    18   100.00
 411   19    0  100.00 100.00    17     17   17      0     19    19   100.00
 412   18    0   54.55  50.00     6     11   12      5     18    18   100.00
 413   16    0   83.33  76.92    10     12   13      1     16    16   100.00
 414   18    0   93.33  93.33    14     15   15      0     18    18   100.00
 415   20    0   89.47  89.47    17     19   19      1     20    20   100.00
 416   20    0   58.82  71.43    10     17   14      2     20    20   100.00
 417   18    0  100.00 100.00    16     16   16      0     18    18   100.00
 418   20    0  100.00 100.00    14     14   14      0     20    20   100.00
 419   20    0   66.67  80.00     8     12   10      0     20    20   100.00
 420   21    0  100.00 100.00    14     14   14      0     21    21   100.00
 421   19    0   78.57  84.62    11     14   13      0     19    19   100.00
 422   20    0   91.67  91.67    11     12   12      0     20    20   100.00
 423   18    0   81.25  68.42    13     16   19      0     18    18   100.00
 424   21    0  100.00 100.00    20     20   20      0     21    21   100.00
 425   16    0   75.00  54.55     6      8   11      0     16    16   100.00
 426   18    0   62.50  38.46     5      8   13      2     18    18   100.00
 427   21    0  100.00 100.00    16     16   16      0     21    21   100.00
 428   18    0   87.50  87.50    14     16   16      0     18    18   100.00
 429   17    0   75.00  81.82     9     12   11      0     17    17   100.00
 430   18    0  100.00 100.00    17     17   17      0     18    18   100.00
 431   19    0   71.43  76.92    10     14   13      2     19    19   100.00
 432   20    0   70.59  70.59    12     17   17      2     20    20   100.00
 433   16    0   75.00  75.00     9     12   12      2     16    16   100.00
 434   17    0   75.00  75.00     9     12   12      2     17    17   100.00
 435   17    0   87.50  87.50    14     16   16      1     17    17   100.00
 436   20    0  100.00 100.00    14     14   14      0     20    20   100.00
 437   20    0   92.31 100.00    12     13   12      0     20    20   100.00
 438   19    0   84.62  91.67    11     13   12      0     19    19   100.00
 439   18    0   94.12  94.12    16     17   17      0     18    18   100.00
 440   18    0   80.00  92.31    12     15   13      0     18    18   100.00
 441   19    0   76.47  81.25    13     17   16      0     19    19   100.00
 442   19    0   88.89  88.89    16     18   18      0     19    19   100.00
 443   17    0   71.43  76.92    10     14   13      3     17    17   100.00
 444   21    0   93.75  93.75    15     16   16      0     21    21   100.00
 445   20    0   85.71  80.00    12     14   15      1     20    20   100.00
 446   21    0   88.24  93.75    15     17   16      0     21    21   100.00
